lexemeId;lemma;q_concept;q_conceptDescription;picture
http://www.wikidata.org/entity/L620962;Beelzebub;http://www.wikidata.org/entity/Q202492;Dämon;http://commons.wikimedia.org/wiki/Special:FilePath/Beelzebub%20and%20them%20with%20him.jpg
http://www.wikidata.org/entity/L620962;Beelzebub;http://www.wikidata.org/entity/Q202492;Dämon;http://commons.wikimedia.org/wiki/Special:FilePath/Compendium%20rarissimum%20totius%20Artis%20Magicae....%20Wellcome%20L0027758.jpg
http://www.wikidata.org/entity/L620962;Beelzebub;http://www.wikidata.org/entity/Q202492;Dämon;http://commons.wikimedia.org/wiki/Special:FilePath/Velzevul.jpg
http://www.wikidata.org/entity/L36571;Trommelfell;http://www.wikidata.org/entity/Q173801;dünne Membran im Ohr;http://commons.wikimedia.org/wiki/Special:FilePath/Blausen%200328%20EarAnatomy.png
http://www.wikidata.org/entity/L478003;Lesezeichen;http://www.wikidata.org/entity/Q1065044;dünnes Kärtchen, das der Markierung einer bestimmten Seite in einem Buch dient;http://commons.wikimedia.org/wiki/Special:FilePath/Bookmark%2C%20commemorative%20%28AM%201966.32-1%29.jpg
http://www.wikidata.org/entity/L478003;Lesezeichen;http://www.wikidata.org/entity/Q1065044;dünnes Kärtchen, das der Markierung einer bestimmten Seite in einem Buch dient;http://commons.wikimedia.org/wiki/Special:FilePath/New%20Zealand%20-%20Church%20songbook%20-%209958.jpg
http://www.wikidata.org/entity/L306896;Abendkleid;http://www.wikidata.org/entity/Q2144456;Damenkleid für halb- und formelle Gelegenheiten;http://commons.wikimedia.org/wiki/Special:FilePath/1912%20evening%20dress.jpg
http://www.wikidata.org/entity/L306896;Abendkleid;http://www.wikidata.org/entity/Q2144456;Damenkleid für halb- und formelle Gelegenheiten;http://commons.wikimedia.org/wiki/Special:FilePath/Evening%20gown.jpg
http://www.wikidata.org/entity/L363057;Stola;http://www.wikidata.org/entity/Q29473501;Damenkleidung;http://commons.wikimedia.org/wiki/Special:FilePath/Mabelnormandportrait.jpg
http://www.wikidata.org/entity/L363057;Stola;http://www.wikidata.org/entity/Q29473501;Damenkleidung;http://commons.wikimedia.org/wiki/Special:FilePath/Neckpiece.jpg
http://www.wikidata.org/entity/L295192;Aufführung;http://www.wikidata.org/entity/Q35140;Darbietung eines Bühnenwerkes;http://commons.wikimedia.org/wiki/Special:FilePath/Comic%20Fiesta%20Mini%20Johor%202018.jpg
http://www.wikidata.org/entity/L72660;Schauspieler;http://www.wikidata.org/entity/Q33999;darstellender Künstler, der mit Sprache, Mimik und Gestik eine Rolle verkörpert;http://commons.wikimedia.org/wiki/Special:FilePath/Chaplin%20The%20Kid%20edit.jpg
http://www.wikidata.org/entity/L1774;Bruch;http://www.wikidata.org/entity/Q66055;Darstellung eines Quotienten von Termen;http://commons.wikimedia.org/wiki/Special:FilePath/Quatre-quarts%20aux%20pommes.jpg
http://www.wikidata.org/entity/L1774;Bruch;http://www.wikidata.org/entity/Q66055;Darstellung eines Quotienten von Termen;http://commons.wikimedia.org/wiki/Special:FilePath/%DA%A9%D8%B3%D8%B1.gif
http://www.wikidata.org/entity/L624850;Feuerwerk;http://www.wikidata.org/entity/Q127933;Darstellung oder Darbietung, bei der pyrotechnische Gegenstände und Feuerwerkskörper koordiniert gezündet werden;http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A4%D0%B5%D0%B9%D0%B5%D1%80%D0%B2%D0%B5%D1%80%D0%BA%20%D0%B2%20%D0%BC%D0%BE%D1%80%D1%81%D0%BA%D0%BE%D0%BC%20%D0%BF%D0%BE%D1%80%D1%82%D1%83%20%D0%A1%D0%BE%D1%87%D0%B8%209%20%D0%BC%D0%B0%D1%8F%202015%20%D0%B3%D0%BE%D0%B4%D0%B0.jpg
http://www.wikidata.org/entity/L6769;Schnitt;http://www.wikidata.org/entity/Q1133032;Darstellungsform in Zeichnungen;http://commons.wikimedia.org/wiki/Special:FilePath/Attitude%20indicator%20drawing.svg
http://www.wikidata.org/entity/L40399;Information;http://www.wikidata.org/entity/Q11028;"das, was informiert; die Antwort auf eine Frage; das, von dem Daten und Wissen abgeleitet werden kann";http://commons.wikimedia.org/wiki/Special:FilePath/Structure%20of%20the%20Universe.jpg
http://www.wikidata.org/entity/L3379;Freiheit;http://www.wikidata.org/entity/Q2979;Dasein und Handeln ohne Einschränkungen und Zwang;http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Delacroix%20-%20Le%2028%20Juillet.%20La%20Libert%C3%A9%20guidant%20le%20peuple.jpg
http://www.wikidata.org/entity/L3379;Freiheit;http://www.wikidata.org/entity/Q2979;Dasein und Handeln ohne Einschränkungen und Zwang;http://commons.wikimedia.org/wiki/Special:FilePath/Liberty%20Bell%202017a.jpg
http://www.wikidata.org/entity/L3379;Freiheit;http://www.wikidata.org/entity/Q2979;Dasein und Handeln ohne Einschränkungen und Zwang;http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Liberty%207.jpg
http://www.wikidata.org/entity/L303002;Metadaten;http://www.wikidata.org/entity/Q180160;Daten über Daten;http://commons.wikimedia.org/wiki/Special:FilePath/Data%20Dryad%20citation%20on%20Wikipedia.png
http://www.wikidata.org/entity/L646515;Array;http://www.wikidata.org/entity/Q186152;Datenstruktur in der Informatik;http://commons.wikimedia.org/wiki/Special:FilePath/Array1.svg
http://www.wikidata.org/entity/L676094;Freizeitpark;http://www.wikidata.org/entity/Q194195;dauerhaft angelegter Vergnügungspark;http://commons.wikimedia.org/wiki/Special:FilePath/Forn%C3%B8ielsesavdelingen%20Jubil%C3%A6umsudstillingen%201914.jpg
http://www.wikidata.org/entity/L72928;Ausstellung;http://www.wikidata.org/entity/Q464980;dauerhafte oder temporäre öffentliche Präsentation;http://commons.wikimedia.org/wiki/Special:FilePath/Emaljkonstutst%C3%A4llning%20Gustavsbergs%20porslinsmuseum.JPG
http://www.wikidata.org/entity/L252586;Dateiformat;http://www.wikidata.org/entity/Q235557;Definition der Syntax und Semantik von Daten innerhalb einer Datei;http://commons.wikimedia.org/wiki/Special:FilePath/Image%20carte%20de%20points.png
http://www.wikidata.org/entity/L55675;Tapete;http://www.wikidata.org/entity/Q191529;Dekorationsmaterial für Innenwände;http://commons.wikimedia.org/wiki/Special:FilePath/Bedroom%20with%20rocking%20horse%20%283827277924%29.jpg
http://www.wikidata.org/entity/L55675;Tapete;http://www.wikidata.org/entity/Q191529;Dekorationsmaterial für Innenwände;http://commons.wikimedia.org/wiki/Special:FilePath/Hemutst%201917%20tapet.jpg
http://www.wikidata.org/entity/L31559;Bilderrahmen;http://www.wikidata.org/entity/Q860792;dekorative Begrenzung eines Bildes, z. B. eines Gemäldes, eines Reliefs oder einer Fotografie;http://commons.wikimedia.org/wiki/Special:FilePath/Rahmen.jpg
http://www.wikidata.org/entity/L408824;Spitze;http://www.wikidata.org/entity/Q231250;dekoratives Element bei Textilien;http://commons.wikimedia.org/wiki/Special:FilePath/1911%20Britannica%20-%20Lace%203.jpg
http://www.wikidata.org/entity/L6671;Osterei;http://www.wikidata.org/entity/Q163886;dekoriertes Ei;http://commons.wikimedia.org/wiki/Special:FilePath/Bg-easter-eggs.jpg
http://www.wikidata.org/entity/L34153;Frosch;http://www.wikidata.org/entity/Q1258910;Delikatesse;http://commons.wikimedia.org/wiki/Special:FilePath/Herbal%20frog%20leg%20soup%2C%20Zi%20Yean%20Restaurant%2C%20Singapore%20-%2020090714.jpg
http://www.wikidata.org/entity/L33799;Kontaktlinse;http://www.wikidata.org/entity/Q23797;dem Augapfel direkt aufliegende Refraktionskorrektur;http://commons.wikimedia.org/wiki/Special:FilePath/Contact%20lens.JPG
http://www.wikidata.org/entity/L3382;Geist;http://www.wikidata.org/entity/Q450;Denken als Bestandteil der Individualität;http://commons.wikimedia.org/wiki/Special:FilePath/RobertFuddBewusstsein17Jh.png
http://www.wikidata.org/entity/L295173;Königreich;http://www.wikidata.org/entity/Q1250464;"denomination of a particular political entity, which is theoretically ruled by a king, or one in which the monarchy is its political regime; but not necessarily identified with a state";http://commons.wikimedia.org/wiki/Special:FilePath/Bavaria%20in%20the%20German%20Reich%20%281871%29.svg
http://www.wikidata.org/entity/L589423;Hologramm;http://www.wikidata.org/entity/Q17030482;depictions of holography in fictional stories;http://commons.wikimedia.org/wiki/Special:FilePath/Holographic%20Interface%20by%20beeple.jpg
http://www.wikidata.org/entity/L252696;Leuchte;http://www.wikidata.org/entity/Q815738;der Beleuchtung dienender Gegenstand, der eine Aufnahmevorrichtung für ein Leuchtmittel besitzt oder ein fest installiertes Leuchtmittel enthält;http://commons.wikimedia.org/wiki/Special:FilePath/Wide%20array%20of%20lamps.jpg
http://www.wikidata.org/entity/L2336;Bund;http://www.wikidata.org/entity/Q636309;der Intonation dienendes Auflager auf dem Griffbrett eines Saiteninstruments;http://commons.wikimedia.org/wiki/Special:FilePath/1973%20Gibson%20Les%20Paul%20Deluxe%20%28SN%20620310%29%20Frets%20polished%20%282010-02-28%20by%20TT%20Zop%29.jpg
http://www.wikidata.org/entity/L313976;Rotor;http://www.wikidata.org/entity/Q193466;der sich drehende Teil einer Maschine oder eines Aggregates;http://commons.wikimedia.org/wiki/Special:FilePath/Rotor-asynch-motor.png
http://www.wikidata.org/entity/L31311;Vorbau;http://www.wikidata.org/entity/Q1377338;Der Vorbau ist ein Bauteil des Fahrrads. Er verbindet den Lenker mit der Gabel.;http://commons.wikimedia.org/wiki/Special:FilePath/Classic%20road%20quill%20stem.JPG
http://www.wikidata.org/entity/L296930;Auswahl;http://www.wikidata.org/entity/Q12791748;der Vorgang, bei dem etwas mit gewünschten Merkmalen aus einer Menge entnommen wird;http://commons.wikimedia.org/wiki/Special:FilePath/Sorting%20table%202%20-%20%C2%A9%20Leif%20Carlsson%20for%20Monteverro.jpg
http://www.wikidata.org/entity/L226852;Antenne;http://www.wikidata.org/entity/Q131214;Design zum Senden oder Empfangen elektromagnetischer Wellen;http://commons.wikimedia.org/wiki/Special:FilePath/Moosbrunn%20SW%20Antenna.jpg
http://www.wikidata.org/entity/L488610;Fruchtsalat;http://www.wikidata.org/entity/Q152834;Dessert aus marinierten frischen Früchten;http://commons.wikimedia.org/wiki/Special:FilePath/Fruktsallad%20%28Fruit%20salad%29.jpg
http://www.wikidata.org/entity/L484271;Lübeck;http://www.wikidata.org/entity/Q2843;deutsche Großstadt an der Ostseeküste in Schleswig-Holstein;http://commons.wikimedia.org/wiki/Special:FilePath/Holstentor%20in%20L%C3%BCbeck%20Frontseite%20-%20Zuschnitt.jpg
http://www.wikidata.org/entity/L642881;Harz;http://www.wikidata.org/entity/Q4186;deutsches Mittelgebirge;http://commons.wikimedia.org/wiki/Special:FilePath/Ausblick%20vom%20Grossen%20Knollen%20%28Turm%29%20-%20panoramio.jpg
http://www.wikidata.org/entity/L400193;Muskatreibe;http://www.wikidata.org/entity/Q7070464;device used to grate a nutmeg seed;http://commons.wikimedia.org/wiki/Special:FilePath/Nutmeggrater.jpg
http://www.wikidata.org/entity/L492616;Apostroph;http://www.wikidata.org/entity/Q436048;diakritisches Zeichen;http://commons.wikimedia.org/wiki/Special:FilePath/Apostrophe.svg
http://www.wikidata.org/entity/L492616;Apostroph;http://www.wikidata.org/entity/Q436048;diakritisches Zeichen;http://commons.wikimedia.org/wiki/Special:FilePath/Diverses%20apostrophes.png
http://www.wikidata.org/entity/L408785;Komma;http://www.wikidata.org/entity/Q932575;diakritisches Zeichen des lateinischen Alphabets, das unter einen Buchstaben gesetzt wird;http://commons.wikimedia.org/wiki/Special:FilePath/Comma%20below.svg
http://www.wikidata.org/entity/L612914;Zirkumflex;http://www.wikidata.org/entity/Q11175;diakritisches Zeichen, meist zur Kennzeichnung der Aussprache oder Betonung;http://commons.wikimedia.org/wiki/Special:FilePath/Circumflex%20accent.svg
http://www.wikidata.org/entity/L400203;Same;http://www.wikidata.org/entity/Q40763;Diaspore der Samenpflanzen;http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A0%D0%B0%D0%B7%D0%BD%D0%BE%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%B8%D0%B5%20%D1%81%D0%B5%D0%BC%D1%8F%D0%BD.jpg
http://www.wikidata.org/entity/L7372;Dschungel;http://www.wikidata.org/entity/Q191086;dichter Tropenwald;http://commons.wikimedia.org/wiki/Special:FilePath/Jungle.jpg
http://www.wikidata.org/entity/L493385;Mayonnaise;http://www.wikidata.org/entity/Q167893;dickflüssige, kalt hergestellte Sauce auf der Basis von Eigelb und Öl;http://commons.wikimedia.org/wiki/Special:FilePath/Zaanse%20mayonaise.jpg
http://www.wikidata.org/entity/L296631;Tierhaltung;http://www.wikidata.org/entity/Q80962;die eigenverantwortliche Sorge des Menschen für ein Tier, Kernaspekte der Tierhaltung sind die Ernährung, Pflege und Unterbringung des Tieres;http://commons.wikimedia.org/wiki/Special:FilePath/Battery%20hens%20-Bastos%2C%20Sao%20Paulo%2C%20Brazil-31March2007.jpg
http://www.wikidata.org/entity/L296631;Tierhaltung;http://www.wikidata.org/entity/Q80962;die eigenverantwortliche Sorge des Menschen für ein Tier, Kernaspekte der Tierhaltung sind die Ernährung, Pflege und Unterbringung des Tieres;http://commons.wikimedia.org/wiki/Special:FilePath/Bolikhamxay%20Thabok%20Crickets.JPG
http://www.wikidata.org/entity/L296631;Tierhaltung;http://www.wikidata.org/entity/Q80962;die eigenverantwortliche Sorge des Menschen für ein Tier, Kernaspekte der Tierhaltung sind die Ernährung, Pflege und Unterbringung des Tieres;http://commons.wikimedia.org/wiki/Special:FilePath/Broiler%20house.jpg
http://www.wikidata.org/entity/L296631;Tierhaltung;http://www.wikidata.org/entity/Q80962;die eigenverantwortliche Sorge des Menschen für ein Tier, Kernaspekte der Tierhaltung sind die Ernährung, Pflege und Unterbringung des Tieres;http://commons.wikimedia.org/wiki/Special:FilePath/Cattle%20and%20sheep.jpg
http://www.wikidata.org/entity/L616015;Gehörsinn;http://www.wikidata.org/entity/Q160289;die Sinneswahrnehmung von Schall durch Lebewesen;http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20The%20Three%20Singers%20%28Hearing%29.jpg
http://www.wikidata.org/entity/L492591;Umlaut;http://www.wikidata.org/entity/Q160093;die Veränderung der Artikulation eines Vokals in einem Morphem;http://commons.wikimedia.org/wiki/Special:FilePath/Umlaut%20forms.svg
http://www.wikidata.org/entity/L296959;Ausbildung;http://www.wikidata.org/entity/Q16861871;die Vermittlung von Vermögen, Kenntnissen und Wissen an einen Menschen;http://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Tekenzaal%20van%20de%20%27Inlandsche%20Normaal%20School%27%20tot%20opleiding%20van%20inlandse%20onderwijzers%20op%20Java%20TMnr%2010002338.jpg
http://www.wikidata.org/entity/L493177;Grundfarbe;http://www.wikidata.org/entity/Q166902;Die zum Mischen nutzbaren Farbmittel, um eine bestimmte Farbwahrnehmung zu erreichen;http://commons.wikimedia.org/wiki/Special:FilePath/Paavarit-RGB-CMY.jpg
http://www.wikidata.org/entity/L298801;Rettungsdienst;http://www.wikidata.org/entity/Q860447;Dienst, der bei medizinischen Notfällen rasch und sachgerecht hilft, Leben zu retten;http://commons.wikimedia.org/wiki/Special:FilePath/MUTCD%20D9-13.svg
http://www.wikidata.org/entity/L52358;Kommandant;http://www.wikidata.org/entity/Q5152182;Dienstgrad in der Royal navy;http://commons.wikimedia.org/wiki/Special:FilePath/British%20Royal%20Navy%20OF-4.svg
http://www.wikidata.org/entity/L313997;Matrose;http://www.wikidata.org/entity/Q707995;Dienstgrad, Berufsbezeichnung oder Funktionsbezeichnung;http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Bart%20seaman%20Bastille%20Day%202008.jpg
http://www.wikidata.org/entity/L34995;Verzierung;http://www.wikidata.org/entity/Q2520975;dient dem Schmuck, der Verschönerung einer Fläche, eines Gebäudes oder Gegenstandes;http://commons.wikimedia.org/wiki/Special:FilePath/Madrassa%20Ben%20Youssef%20alcove%20ceiling.jpg
http://www.wikidata.org/entity/L34995;Verzierung;http://www.wikidata.org/entity/Q2520975;dient dem Schmuck, der Verschönerung einer Fläche, eines Gebäudes oder Gegenstandes;http://commons.wikimedia.org/wiki/Special:FilePath/Sans%20Souci%203.jpg
http://www.wikidata.org/entity/L16271;Signatur;http://www.wikidata.org/entity/Q1417099;dient zur Identifizierung von Exemplaren eines Bibliotheksbestandes;http://commons.wikimedia.org/wiki/Special:FilePath/Hunter%20Museum%20Label.jpg
http://www.wikidata.org/entity/L348956;Selfie;http://www.wikidata.org/entity/Q12068677;digital erstelltes Selbstporträt;http://commons.wikimedia.org/wiki/Special:FilePath/TWC%20Hokitika%20Gorge%20%E2%80%A2%20Stewart%20Nimmo%20%E2%80%A2%20MRD%201.jpg
http://www.wikidata.org/entity/L29317;Karte;http://www.wikidata.org/entity/Q4006;digitales oder analoges Medium zur Darstellung der Erdoberfläche oder anderer Himmelskörper;http://commons.wikimedia.org/wiki/Special:FilePath/World%20map.png
http://www.wikidata.org/entity/L24279;Zeit;http://www.wikidata.org/entity/Q11471;Dimension, die Ereignisse von der Vergangenheit in die Zukunft ordnet;http://commons.wikimedia.org/wiki/Special:FilePath/MontreGousset001.jpg
http://www.wikidata.org/entity/L228493;Aerosol;http://www.wikidata.org/entity/Q104541;Dispersion von festen oder flüssigen Teilchen in Gas;http://commons.wikimedia.org/wiki/Special:FilePath/Aerosol.png
http://www.wikidata.org/entity/L46008;Schwarzschild-Radius;http://www.wikidata.org/entity/Q72755;distance from a massive body where the escape velocity equals the speed of light;http://commons.wikimedia.org/wiki/Special:FilePath/Black%20hole%20details.svg
http://www.wikidata.org/entity/L488801;Artischocke;http://www.wikidata.org/entity/Q134609;distelartige, kräftige Kulturpflanze aus der Familie der Korbblütler (Asteraceae);http://commons.wikimedia.org/wiki/Special:FilePath/Carxofera.JPG
http://www.wikidata.org/entity/L488801;Artischocke;http://www.wikidata.org/entity/Q134609;distelartige, kräftige Kulturpflanze aus der Familie der Korbblütler (Asteraceae);http://commons.wikimedia.org/wiki/Special:FilePath/Cynara%20cardunculus%20var.%20scolymus%20in%20Jardin%20des%20Plante%20de%20Paris.jpg
http://www.wikidata.org/entity/L3373;Ethik;http://www.wikidata.org/entity/Q9465;Disziplin der praktischen Philosophie, die sich mit der Entscheidungsfindung befasst;http://commons.wikimedia.org/wiki/Special:FilePath/Rage-and-anger-fresco.jpg
http://www.wikidata.org/entity/L402506;Seite;http://www.wikidata.org/entity/Q36774;Dokument als Bestandteil eines Angebotes einer Website im World Wide Web;http://commons.wikimedia.org/wiki/Special:FilePath/Web%20Page.png
http://www.wikidata.org/entity/L290392;Rechnung;http://www.wikidata.org/entity/Q190581;Dokument im Geschäftsverkehr: listet alle Produkte, Dienstleistungen und Preise auf, die der Kunde zu entrichten hat. Dient zur Verrechnung der Umsatzsteuer.;http://commons.wikimedia.org/wiki/Special:FilePath/G.%20Courveille%20Facture%20de%201925.jpg
http://www.wikidata.org/entity/L290392;Rechnung;http://www.wikidata.org/entity/Q190581;Dokument im Geschäftsverkehr: listet alle Produkte, Dienstleistungen und Preise auf, die der Kunde zu entrichten hat. Dient zur Verrechnung der Umsatzsteuer.;http://commons.wikimedia.org/wiki/Special:FilePath/Augustiner%20Neuhausen%20Rechnung%202020.JPG
http://www.wikidata.org/entity/L7114;Formular;http://www.wikidata.org/entity/Q1335296;Dokument mit Leerzeichen / Feldern zum Einfügen erforderlicher oder angeforderter Informationen;http://commons.wikimedia.org/wiki/Special:FilePath/Aruncuta%2CCluj-DSCF3805.JPG
http://www.wikidata.org/entity/L25386;Pass;http://www.wikidata.org/entity/Q43812;Dokument zum Zweck des Überschreitens von Staatsgrenzen;http://commons.wikimedia.org/wiki/Special:FilePath/Greek%20Passport.svg
http://www.wikidata.org/entity/L43547;Hausziege;http://www.wikidata.org/entity/Q2934;domestiziert, landwirtschaftliches Nutztier;http://commons.wikimedia.org/wiki/Special:FilePath/A%20goat%20-%20geograph.org.uk%20-%201481583.jpg
http://www.wikidata.org/entity/L43547;Hausziege;http://www.wikidata.org/entity/Q2934;domestiziert, landwirtschaftliches Nutztier;http://commons.wikimedia.org/wiki/Special:FilePath/Boer%20goat444.jpg
http://www.wikidata.org/entity/L43547;Hausziege;http://www.wikidata.org/entity/Q2934;domestiziert, landwirtschaftliches Nutztier;http://commons.wikimedia.org/wiki/Special:FilePath/Domestic%20Goat%20Portrait%20%28aka%29.jpg
http://www.wikidata.org/entity/L43547;Hausziege;http://www.wikidata.org/entity/Q2934;domestiziert, landwirtschaftliches Nutztier;http://commons.wikimedia.org/wiki/Special:FilePath/Goat%20family.jpg
http://www.wikidata.org/entity/L620805;Gaul;http://www.wikidata.org/entity/Q726;domestizierte Form des Wildpferdes;http://commons.wikimedia.org/wiki/Special:FilePath/Biandintz%20eta%20zaldiak%20-%20modified2.jpg
http://www.wikidata.org/entity/L615061;Hauskatze;http://www.wikidata.org/entity/Q146;domestizierte Katze;http://commons.wikimedia.org/wiki/Special:FilePath/Pumiforme.JPG
http://www.wikidata.org/entity/L615061;Hauskatze;http://www.wikidata.org/entity/Q146;domestizierte Katze;http://commons.wikimedia.org/wiki/Special:FilePath/Cat%20November%202010-1a.jpg
http://www.wikidata.org/entity/L34710;Schwein;http://www.wikidata.org/entity/Q787;"domestizierte Tierart; Haustier";http://commons.wikimedia.org/wiki/Special:FilePath/Sow%20with%20piglet.jpg
http://www.wikidata.org/entity/L37627;Hundsstern;http://www.wikidata.org/entity/Q3409;Doppelsternsystem des Sternbildes „Großer Hund“;http://commons.wikimedia.org/wiki/Special:FilePath/Sirius.jpg
http://www.wikidata.org/entity/L673947;Zauberwürfel;http://www.wikidata.org/entity/Q47043;Drehpuzzle, das 1974 von Ernő Rubik erfunden wurde;http://commons.wikimedia.org/wiki/Special:FilePath/Rubiks%20cube.svg
http://www.wikidata.org/entity/L589318;Stativ;http://www.wikidata.org/entity/Q683906;Dreibeinstativ zur stabilen Aufstellung von Kameras;http://commons.wikimedia.org/wiki/Special:FilePath/Gorillapod-with-camera.jpg
http://www.wikidata.org/entity/L589318;Stativ;http://www.wikidata.org/entity/Q683906;Dreibeinstativ zur stabilen Aufstellung von Kameras;http://commons.wikimedia.org/wiki/Special:FilePath/Berlebach%20402.jpg
http://www.wikidata.org/entity/L589318;Stativ;http://www.wikidata.org/entity/Q683906;Dreibeinstativ zur stabilen Aufstellung von Kameras;http://commons.wikimedia.org/wiki/Special:FilePath/Tabletop%20tripod002.jpg
http://www.wikidata.org/entity/L295487;Körper;http://www.wikidata.org/entity/Q937946;dreidimensionales geometrisches Gebilde;http://commons.wikimedia.org/wiki/Special:FilePath/SolidShapes.png
http://www.wikidata.org/entity/L400242;Kakao;http://www.wikidata.org/entity/Q208008;dried and fully fermented fatty seed of Theobroma cacao;http://commons.wikimedia.org/wiki/Special:FilePath/Cocoa%20beans%20in%20cocoa%20pod%20at%20El%20Trapiche%2C%20Costa%20Rica.jpg
http://www.wikidata.org/entity/L31439;Mittelfinger;http://www.wikidata.org/entity/Q167131;dritter Finger der Hand;http://commons.wikimedia.org/wiki/Special:FilePath/Middle%20finger.jpg
http://www.wikidata.org/entity/L8182;März;http://www.wikidata.org/entity/Q110;dritter Monat des Jahres;http://commons.wikimedia.org/wiki/Special:FilePath/Breviarium%20Grimani%20-%20M%C3%A4rz.jpg
http://www.wikidata.org/entity/L6778;Erde;http://www.wikidata.org/entity/Q2;dritter Planet von der Sonne aus im Sonnensystem;http://commons.wikimedia.org/wiki/Special:FilePath/The%20Blue%20Marble%20%28remastered%29.jpg
http://www.wikidata.org/entity/L618157;Osaka;http://www.wikidata.org/entity/Q35765;drittgrößte Stadt Japans;http://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20montage.jpg
http://www.wikidata.org/entity/L500429;Pumpernickel;http://www.wikidata.org/entity/Q837207;dunkles Roggenvollkornbrot;http://commons.wikimedia.org/wiki/Special:FilePath/Pumpernickel.jpg
http://www.wikidata.org/entity/L29302;Portal;http://www.wikidata.org/entity/Q854429;durch architektonische Gliederung hervorgehobener Eingang;http://commons.wikimedia.org/wiki/Special:FilePath/Hohent%C3%BCbingen%20SchlossAussentor600x800.jpg
http://www.wikidata.org/entity/L29302;Portal;http://www.wikidata.org/entity/Q854429;durch architektonische Gliederung hervorgehobener Eingang;http://commons.wikimedia.org/wiki/Special:FilePath/L-door.png
http://www.wikidata.org/entity/L29302;Portal;http://www.wikidata.org/entity/Q854429;durch architektonische Gliederung hervorgehobener Eingang;http://commons.wikimedia.org/wiki/Special:FilePath/00%207821%20Oslo%20City%20Hall%20-%20portal.jpg
http://www.wikidata.org/entity/L29302;Portal;http://www.wikidata.org/entity/Q854429;durch architektonische Gliederung hervorgehobener Eingang;http://commons.wikimedia.org/wiki/Special:FilePath/010.%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.%20%D0%9C%D0%BE%D0%BD%D0%B0%D1%81%D1%82%D1%8B%D1%80%D1%8C%20%D0%92%D0%BE%D1%81%D0%BA%D1%80%D0%B5%D1%81%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%20%D0%9D%D0%BE%D0%B2%D0%BE%D0%B4%D0%B5%D0%B2%D0%B8%D1%87%D0%B8%D0%B9.%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D1%80.%20100.JPG
http://www.wikidata.org/entity/L493372;Mineralöl;http://www.wikidata.org/entity/Q583582;durch Destillation von Erdöl und anderer fossiler Rohstoffe hergestellte Öle;http://commons.wikimedia.org/wiki/Special:FilePath/Liquid%20paraffin%20in%20beaker.jpg
http://www.wikidata.org/entity/L402508;Blasinstrument;http://www.wikidata.org/entity/Q173453;durch eigene Atemluft zu betätigendes Musikinstrument;http://commons.wikimedia.org/wiki/Special:FilePath/Mundorgel.jpg
http://www.wikidata.org/entity/L640126;Lava;http://www.wikidata.org/entity/Q40157;durch einen Vulkan ausgestoßener, geschmolzener Stein;http://commons.wikimedia.org/wiki/Special:FilePath/Nur05018-Pillow%20lavas%20off%20Hawaii.jpg
http://www.wikidata.org/entity/L640126;Lava;http://www.wikidata.org/entity/Q40157;durch einen Vulkan ausgestoßener, geschmolzener Stein;http://commons.wikimedia.org/wiki/Special:FilePath/Aa%20large.jpg
http://www.wikidata.org/entity/L640126;Lava;http://www.wikidata.org/entity/Q40157;durch einen Vulkan ausgestoßener, geschmolzener Stein;http://commons.wikimedia.org/wiki/Special:FilePath/Pahoeoe%20fountain%20original.jpg
http://www.wikidata.org/entity/L499985;Kondensmilch;http://www.wikidata.org/entity/Q2830455;durch Einkochen konzentrierte Milch;http://commons.wikimedia.org/wiki/Special:FilePath/Tin%20of%20condensed%20milk.jpg
http://www.wikidata.org/entity/L499985;Kondensmilch;http://www.wikidata.org/entity/Q2830455;durch Einkochen konzentrierte Milch;http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B3%D1%83%D1%89%D1%91%D0%BD%D0%BA%D0%B0%20%D0%92%D0%B5%D1%80%D1%85%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE%20%D0%9C%D0%9A%D0%97%20-%20%D0%94%D0%BE%D0%BD%D0%BE%D1%80.JPG
http://www.wikidata.org/entity/L34150;Bier;http://www.wikidata.org/entity/Q44;durch Gärung aus stärkehaltigen Stoffen gewonnenes und nicht destilliertes Getränk;http://commons.wikimedia.org/wiki/Special:FilePath/NCI%20Visuals%20Food%20Beer.jpg
